,CustomerID,Recency(Days),Frequency,Monetory,Recency(Days)Score,FrequencyScore,MonetoryScore,RFM,Loyality_Level
1712,1730,77,7,53090,3,4,3,10,Silver
1713,1731,194,2,9472,4,4,4,12,Bronze
1714,1732,26,421,165839,2,1,2,5,Platinum
1715,1733,107,15,81994,3,4,3,10,Silver
1716,1734,8,327,745863,1,1,1,3,Platinum
1717,1735,209,13,15043,4,4,4,12,Bronze
1718,1736,45,50,46423,2,2,3,7,Gold
1719,1737,31,71,246838,2,2,1,5,Platinum
1720,1738,138,68,75389,3,2,3,8,Gold
1721,1739,265,8,18819,4,4,4,12,Bronze
1722,1740,5,130,303584,1,1,1,3,Platinum
1723,1741,219,22,30584,4,3,4,11,Bronze
1724,1742,2,210,156588,1,1,2,4,Platinum
1725,1743,215,8,14899,4,4,4,12,Bronze
1726,1744,33,115,292277,2,1,1,4,Platinum
1727,1745,11,335,301607,1,1,1,3,Platinum
1728,1746,2,347,408773,1,1,1,3,Platinum
1729,1747,15,22,39919,1,3,3,7,Gold
1730,1748,15,414,207627,1,1,2,4,Platinum
1731,1749,199,1,25300,4,4,4,12,Bronze
1732,1750,3,28,137603,1,3,2,6,Gold
1733,1751,16,196,612321,1,1,1,3,Platinum
1734,1752,15,139,79226,1,1,3,5,Platinum
1735,1753,11,357,334341,1,1,1,3,Platinum
1736,1754,31,25,107659,2,3,2,7,Gold
1737,1755,11,339,341794,1,1,1,3,Platinum
1738,1756,26,10,20408,2,4,4,10,Silver
1739,1757,26,71,116581,2,2,2,6,Gold
1740,1758,44,55,69040,2,2,3,7,Gold
1741,1759,2,237,214233,1,1,1,3,Platinum
1742,1760,7,37,77497,1,3,3,7,Gold
1743,1761,148,29,23305,4,3,4,11,Bronze
1744,1762,11,277,149254,1,1,2,4,Platinum
1745,1763,25,52,104020,2,2,2,6,Gold
1746,1764,275,10,30342,4,4,4,12,Bronze
1747,1765,374,71,41251,4,2,3,9,Silver
1748,1766,2,501,258769,1,1,1,3,Platinum
1749,1767,48,45,51641,2,2,3,7,Gold
1750,1768,10,147,351601,1,1,1,3,Platinum
1751,1769,19,202,1145823,1,1,1,3,Platinum
1752,1770,5,193,725233,1,1,1,3,Platinum
1753,1771,8,17,136049,1,4,2,7,Gold
1754,1772,43,54,162134,2,2,2,6,Gold
1755,1773,7,60,587068,1,2,1,4,Platinum
1756,1774,198,89,179957,4,2,2,8,Gold
1757,1775,12,59,184082,1,2,2,5,Platinum
1758,1776,21,26,140995,2,3,2,7,Gold
1759,1777,113,69,172509,3,2,2,7,Gold
1760,1778,250,18,36882,4,3,4,11,Bronze
1761,1779,30,89,201487,2,2,2,6,Gold
1762,1780,44,5,48988,2,4,3,9,Silver
1763,1781,88,30,66570,3,3,3,9,Silver
1764,1782,45,41,86032,2,3,3,8,Gold
1765,1783,10,235,614185,1,1,1,3,Platinum
1766,1784,16,38,98671,1,3,2,6,Gold
1767,1785,78,19,48678,3,3,3,9,Silver
1768,1786,145,71,171479,4,2,2,8,Gold
1769,1787,5,102,190759,1,1,2,4,Platinum
1770,1788,299,5,10638,4,4,4,12,Bronze
1771,1789,62,11,31906,3,4,4,11,Bronze
1772,1790,264,21,42948,4,3,3,10,Silver
1773,1791,48,6,33570,2,4,4,10,Silver
1774,1792,30,39,32587,2,3,4,9,Silver
1775,1793,9,135,313934,1,1,1,3,Platinum
1776,1794,21,5,22966,2,4,4,10,Silver
1777,1795,3,1089,1450733,1,1,1,3,Platinum
1778,1796,233,52,112967,4,2,2,8,Gold
1779,1797,114,9,18474,3,4,4,11,Bronze
1780,1798,59,60,168226,3,2,2,7,Gold
1781,1799,53,117,403903,3,1,1,5,Platinum
1782,1801,128,35,91192,3,3,2,8,Gold
1783,1802,282,41,43206,4,3,3,10,Silver
1784,1803,55,27,59968,3,3,3,9,Silver
1785,1804,320,6,21854,4,4,4,12,Bronze
1786,1805,27,15,44303,2,4,3,9,Silver
1787,1806,19,3,12216,1,4,4,9,Silver
1788,1807,8,30,83272,1,3,3,7,Gold
1789,1808,30,6,26712,2,4,4,10,Silver
1790,1809,17,46,111524,1,2,2,5,Platinum
1791,1810,67,2,763,3,4,4,11,Bronze
1792,1811,22,14,27145,2,4,4,10,Silver
1793,1812,3,80,166325,1,2,2,5,Platinum
1794,1813,167,6,14052,4,4,4,12,Bronze
1795,1814,2,1140,1117544,1,1,1,3,Platinum
1796,1815,54,12,24504,3,4,4,11,Bronze
1797,1816,52,13,22090,2,4,4,10,Silver
1798,1817,48,385,607608,2,1,1,4,Platinum
1799,1818,62,59,29522,3,2,4,9,Silver
1800,1819,163,44,107256,4,2,2,8,Gold
1801,1820,9,12,42045,1,4,3,8,Gold
1802,1821,16,47,61855,1,2,3,6,Gold
1803,1822,76,11,35983,3,4,4,11,Bronze
1804,1823,40,235,380223,2,1,1,4,Platinum
1805,1824,41,255,258425,2,1,1,4,Platinum
1806,1825,370,30,18153,4,3,4,11,Bronze
1807,1826,37,53,114256,2,2,2,6,Gold
1808,1827,200,4,27391,4,4,4,12,Bronze
1809,1828,201,63,139899,4,2,2,8,Gold
1810,1829,74,48,81716,3,2,3,8,Gold
1811,1830,66,13,34354,3,4,4,11,Bronze
1812,1831,23,29,64970,2,3,3,8,Gold
1813,1832,369,2,5468,4,4,4,12,Bronze
1814,1833,181,70,36502,4,2,4,10,Silver
1815,1834,11,29,145640,1,3,2,6,Gold
1816,1835,5,121,270697,1,1,1,3,Platinum
1817,1836,197,16,273640,4,4,1,9,Silver
1818,1837,30,42,91732,2,2,2,6,Gold
1819,1838,54,39,27858,3,3,4,10,Silver
1820,1839,18,67,215095,1,2,1,4,Platinum
1821,1840,17,6,12428,1,4,4,9,Silver
1822,1841,90,108,233829,3,1,1,5,Platinum
1823,1842,268,4,7944,4,4,4,12,Bronze
1824,1843,54,138,421070,3,1,1,5,Platinum
1825,1844,44,145,336793,2,1,1,4,Platinum
1826,1845,64,130,407812,3,1,1,5,Platinum
1827,1846,149,13,38098,4,4,4,12,Bronze
1828,1847,22,388,1072529,2,1,1,4,Platinum
1829,1848,312,21,51274,4,3,3,10,Silver
1830,1849,25,28,70133,2,3,3,8,Gold
1831,1850,59,143,373013,3,1,1,5,Platinum
1832,1851,25,9,51752,2,4,3,9,Silver
1833,1852,79,126,373319,3,1,1,5,Platinum
1834,1853,120,20,79087,3,3,3,9,Silver
1835,1854,37,66,166372,2,2,2,6,Gold
1836,1855,60,60,141046,3,2,2,7,Gold
1837,1856,13,58,164378,1,2,2,5,Platinum
1838,1857,20,11,26212,2,4,4,10,Silver
1839,1858,54,6,20682,3,4,4,11,Bronze
1840,1859,26,48,115916,2,2,2,6,Gold
1841,1860,32,11,32664,2,4,4,10,Silver
1842,1861,17,4,14376,1,4,4,9,Silver
1843,1862,11,97,1667131,1,2,1,4,Platinum
1844,1863,186,36,85852,4,3,3,10,Silver
1845,1864,4,144,369874,1,1,1,3,Platinum
1846,1865,9,71,101377,1,2,2,5,Platinum
1847,1866,262,13,38863,4,4,4,12,Bronze
1848,1867,4,98,60948,1,2,3,6,Gold
1849,1868,211,28,61344,4,3,3,10,Silver
1850,1869,108,47,173063,3,2,2,7,Gold
1851,1870,13,124,182933,1,1,2,4,Platinum
1852,1871,79,47,89447,3,2,2,7,Gold
1853,1872,20,17,37892,2,4,4,10,Silver
1854,1873,27,11,68888,2,4,3,9,Silver
1855,1874,21,53,117842,2,2,2,6,Gold
1856,1875,132,15,127664,3,4,2,9,Silver
1857,1876,253,18,44708,4,3,3,10,Silver
1858,1877,81,6,227500,3,4,1,8,Gold
1859,1878,209,20,45946,4,3,3,10,Silver
1860,1879,338,10,19230,4,4,4,12,Bronze
1861,1880,255,7,14797,4,4,4,12,Bronze
1862,1881,149,33,81711,4,3,3,10,Silver
1863,1882,10,73,165351,1,2,2,5,Platinum
1864,1883,86,23,78571,3,3,3,9,Silver
1865,1884,8,498,1354042,1,1,1,3,Platinum
1866,1885,206,43,62817,4,2,3,9,Silver
1867,1886,8,55,157640,1,2,2,5,Platinum
1868,1887,24,116,184888,2,1,2,5,Platinum
1869,1888,12,96,169733,1,2,2,5,Platinum
1870,1889,26,20,46762,2,3,3,8,Gold
1871,1890,22,355,364076,2,1,1,4,Platinum
1872,1891,3,69,205535,1,2,2,5,Platinum
1873,1892,159,17,73989,4,4,3,11,Bronze
1874,1893,4,165,429177,1,1,1,3,Platinum
1875,1894,75,9,33220,3,4,4,11,Bronze
1876,1895,5,30,52460,1,3,3,7,Gold
1877,1896,2,5674,18148261,1,1,1,3,Platinum
1878,1897,18,27,137310,1,3,2,6,Gold
1879,1898,36,87,203156,2,2,2,6,Gold
1880,1899,96,12,36440,3,4,4,11,Bronze
1881,1900,71,77,183608,3,2,2,7,Gold
1882,1901,116,45,200035,3,2,2,7,Gold
1883,1902,213,57,127024,4,2,2,8,Gold
1884,1903,31,78,184820,2,2,2,6,Gold
1885,1904,51,44,100311,2,2,2,6,Gold
1886,1905,247,10,35083,4,4,4,12,Bronze
1887,1906,33,11,30142,2,4,4,10,Silver
1888,1907,109,128,299868,3,1,1,5,Platinum
1889,1908,5,40,116239,1,3,2,6,Gold
1890,1909,366,17,40694,4,4,3,11,Bronze
1891,1910,82,87,242839,3,2,1,6,Gold
1892,1911,298,10,237285,4,4,1,9,Silver
1893,1912,34,364,1015948,2,1,1,4,Platinum
1894,1913,57,34,182344,3,3,2,8,Gold
1895,1914,30,170,720314,2,1,1,4,Platinum
1896,1915,17,3,11822,1,4,4,9,Silver
1897,1916,79,14,37871,3,4,4,11,Bronze
1898,1917,24,63,148079,2,2,2,6,Gold
1899,1918,20,19,43892,2,3,3,8,Gold
1900,1919,81,20,44123,3,3,3,9,Silver
1901,1920,60,138,983121,3,1,1,5,Platinum
1902,1921,26,55,39827,2,2,3,7,Gold
1903,1922,13,85,40285,1,2,3,6,Gold
1904,1923,254,12,8192,4,4,4,12,Bronze
1905,1924,148,42,55050,4,2,3,9,Silver
1906,1925,66,59,92390,3,2,2,7,Gold
1907,1926,9,27,35091,1,3,4,8,Gold
1908,1927,11,312,890457,1,1,1,3,Platinum
1909,1928,275,5,14892,4,4,4,12,Bronze
1910,1929,10,198,197688,1,1,2,4,Platinum
1911,1930,250,13,30522,4,4,4,12,Bronze
1912,1931,97,83,77772,3,2,3,8,Gold
1913,1932,15,38,28734,1,3,4,8,Gold
1914,1933,50,6,51724,2,4,3,9,Silver
1915,1934,31,37,20005,2,3,4,9,Silver
1916,1935,69,34,170536,3,3,2,8,Gold
1917,1936,36,160,141602,2,1,2,5,Platinum
1918,1937,129,18,12656,3,3,4,10,Silver
1919,1938,111,32,145021,3,3,2,8,Gold
1920,1939,38,21,13343,2,3,4,9,Silver
1921,1940,58,11,44453,3,4,3,10,Silver
1922,1941,58,70,88638,3,2,2,7,Gold
1923,1942,73,216,221921,3,1,1,5,Platinum
1924,1943,247,8,14037,4,4,4,12,Bronze
1925,1944,20,41,24536,2,3,4,9,Silver
1926,1945,199,87,44037,4,2,3,9,Silver
1927,1946,16,4,39520,1,4,3,8,Gold
1928,1947,212,40,38888,4,3,4,11,Bronze
1929,1948,39,61,28207,2,2,4,8,Gold
1930,1949,47,26,98316,2,3,2,7,Gold
1931,1950,171,75,57030,4,2,3,9,Silver
1932,1951,48,77,61836,2,2,3,7,Gold
1933,1952,116,115,207117,3,1,2,6,Gold
1934,1953,148,157,154257,4,1,2,7,Gold
1935,1954,16,1118,844492,1,1,1,3,Platinum
1936,1955,52,143,64325,2,1,3,6,Gold
1937,1956,160,12,19567,4,4,4,12,Bronze
1938,1957,13,182,156327,1,1,2,4,Platinum
1939,1958,36,20,41673,2,3,3,8,Gold
1940,1959,54,128,53611,3,1,3,7,Gold
1941,1960,44,35,31470,2,3,4,9,Silver
1942,1961,173,20,20341,4,3,4,11,Bronze
1943,1962,34,20,16507,2,3,4,9,Silver
1944,1963,39,31,56953,2,3,3,8,Gold
1945,1964,267,70,34324,4,2,4,10,Silver
1946,1965,9,472,235555,1,1,1,3,Platinum
1947,1966,12,135,117642,1,1,2,4,Platinum
1948,1967,4,560,822436,1,1,1,3,Platinum
1949,1968,10,155,214095,1,1,1,3,Platinum
1950,1969,34,72,47060,2,2,3,7,Gold
1951,1970,81,60,57100,3,2,3,8,Gold
1952,1971,35,35,125710,2,3,2,7,Gold
1953,1972,12,48,83653,1,2,3,6,Gold
1954,1973,74,7,67824,3,4,3,10,Silver
1955,1974,5,111,89927,1,1,2,4,Platinum
1956,1975,257,52,640764,4,2,1,7,Gold
1957,1976,5,509,340663,1,1,1,3,Platinum
1958,1977,16,394,568742,1,1,1,3,Platinum
1959,1978,90,27,41792,3,3,3,9,Silver
1960,1979,73,127,64809,3,1,3,7,Gold
1961,1980,66,130,81597,3,1,3,7,Gold
1962,1981,10,1502,2461554,1,1,1,3,Platinum
1963,1982,171,67,23409,4,2,4,10,Silver
1964,1983,202,5,14862,4,4,4,12,Bronze
1965,1984,32,3,69200,2,4,3,9,Silver
1966,1985,20,453,914560,2,1,1,4,Platinum
1967,1986,152,12,79400,4,4,3,11,Bronze
1968,1987,11,205,691786,1,1,1,3,Platinum
1969,1988,270,22,47916,4,3,3,10,Silver
1970,1989,66,97,49115,3,2,3,8,Gold
1971,1990,279,3,16431,4,4,4,12,Bronze
1972,1991,26,78,234694,2,2,1,5,Platinum
1973,1992,24,143,187430,2,1,2,5,Platinum
1974,1993,320,30,25828,4,3,4,11,Bronze
1975,1994,5,71,128920,1,2,2,5,Platinum
1976,1995,13,114,40923,1,1,3,5,Platinum
1977,1996,281,25,183502,4,3,2,9,Silver
1978,1997,26,276,272777,2,1,1,4,Platinum
1979,1998,41,237,163560,2,1,2,5,Platinum
1980,1999,9,120,44703,1,1,3,5,Platinum
1981,2000,5,397,5953371,1,1,1,3,Platinum
1982,2001,73,57,142597,3,2,2,7,Gold
1983,2002,214,5,38566,4,4,4,12,Bronze
1984,2003,38,155,387539,2,1,1,4,Platinum
1985,2004,54,42,104207,3,2,2,7,Gold
1986,2005,79,82,221706,3,2,1,6,Gold
1987,2006,47,104,72328,2,1,3,6,Gold
1988,2007,180,70,132737,4,2,2,8,Gold
1989,2008,376,1,12024,4,4,4,12,Bronze
1990,2009,95,26,107303,3,3,2,8,Gold
1991,2010,11,54,127071,1,2,2,5,Platinum
1992,2011,106,42,93575,3,2,2,7,Gold
1993,2012,78,27,101787,3,3,2,8,Gold
1994,2013,173,49,114768,4,2,2,8,Gold
1995,2014,8,440,1244884,1,1,1,3,Platinum
1996,2015,213,47,106884,4,2,2,8,Gold
1997,2016,25,33,58267,2,3,3,8,Gold
1998,2017,259,5,11792,4,4,4,12,Bronze
1999,2018,282,15,61264,4,4,3,11,Bronze
2000,2019,22,57,140535,2,2,2,6,Gold
2001,2020,11,145,316242,1,1,1,3,Platinum
2002,2021,310,23,49854,4,3,3,10,Silver
2003,2022,68,30,66679,3,3,3,9,Silver
2004,2023,216,26,51421,4,3,3,10,Silver
2005,2024,19,108,662409,1,1,1,3,Platinum
2006,2025,104,47,195487,3,2,2,7,Gold
2007,2026,43,11,25253,2,4,4,10,Silver
2008,2027,5,25,31944,1,3,4,8,Gold
2009,2028,183,2,95933,4,4,2,10,Silver
2010,2029,85,23,63861,3,3,3,9,Silver
2011,2030,343,3,93264,4,4,2,10,Silver
2012,2031,12,8,36575,1,4,4,9,Silver
2013,2032,32,35,84481,2,3,3,8,Gold
2014,2033,197,69,130605,4,2,2,8,Gold
2015,2034,20,101,290909,2,1,1,4,Platinum
2016,2035,18,100,199819,1,2,2,5,Platinum
2017,2036,315,17,40728,4,4,3,11,Bronze
2018,2037,142,57,141510,3,2,2,7,Gold
2019,2038,246,28,55372,4,3,3,10,Silver
2020,2039,24,35,110555,2,3,2,7,Gold
2021,2040,30,84,192510,2,2,2,6,Gold
2022,2041,10,99,479590,1,2,1,4,Platinum
2023,2042,31,197,441490,2,1,1,4,Platinum
2024,2043,19,21,40498,1,3,3,7,Gold
2025,2044,18,45,167741,1,2,2,5,Platinum
2026,2045,15,79,244094,1,2,1,4,Platinum
2027,2047,246,14,30596,4,4,4,12,Bronze
2028,2048,134,21,50252,3,3,3,9,Silver
2029,2049,51,28,58497,2,3,3,8,Gold
2030,2050,115,82,203298,3,2,2,7,Gold
2031,2051,8,106,283757,1,1,1,3,Platinum
2032,2052,23,15,29692,2,4,4,10,Silver
2033,2053,27,127,1445062,2,1,1,4,Platinum
2034,2054,67,16,53359,3,4,3,10,Silver
2035,2055,61,102,213247,3,1,1,5,Platinum
2036,2056,51,84,427231,2,2,1,5,Platinum
2037,2057,170,22,39328,4,3,3,10,Silver
2038,2058,26,52,129380,2,2,2,6,Gold
2039,2059,128,29,125874,3,3,2,8,Gold
2040,2060,16,73,187540,1,2,2,5,Platinum
2041,2061,241,9,16053,4,4,4,12,Bronze
2042,2062,4,68,167603,1,2,2,5,Platinum
2043,2063,242,13,27166,4,4,4,12,Bronze
2044,2064,53,80,325163,3,2,1,6,Gold
2045,2065,47,26,71144,2,3,3,8,Gold
2046,2066,226,14,32266,4,4,4,12,Bronze
2047,2067,9,217,811774,1,1,1,3,Platinum
2048,2068,9,67,154054,1,2,2,5,Platinum
2049,2069,165,91,199482,4,2,2,8,Gold
2050,2070,241,28,78932,4,3,3,10,Silver
2051,2071,12,20,36985,1,3,4,8,Gold
2052,2072,134,23,57265,3,3,3,9,Silver
2053,2073,18,343,733153,1,1,1,3,Platinum
2054,2074,10,271,608674,1,1,1,3,Platinum
2055,2075,32,22,41338,2,3,3,8,Gold
2056,2076,76,85,34584,3,2,4,9,Silver
2057,2077,3,55,125270,1,2,2,5,Platinum
2058,2078,4,125,311180,1,1,1,3,Platinum
2059,2079,47,7,51942,2,4,3,9,Silver
2060,2080,4,710,2450131,1,1,1,3,Platinum
2061,2081,360,4,18108,4,4,4,12,Bronze
2062,2082,20,29,38187,2,3,4,9,Silver
2063,2083,69,103,101362,3,1,2,6,Gold
2064,2084,374,27,56256,4,3,3,10,Silver
2065,2085,321,41,20384,4,3,4,11,Bronze
2066,2086,32,5,11940,2,4,4,10,Silver
2067,2087,335,5,142420,4,4,2,10,Silver
2068,2088,9,110,238890,1,1,1,3,Platinum
2069,2089,323,11,21408,4,4,4,12,Bronze
2070,2090,72,23,40918,3,3,3,9,Silver
2071,2091,262,3,6010,4,4,4,12,Bronze
2072,2092,19,93,323096,1,2,1,4,Platinum
2073,2093,369,6,10863,4,4,4,12,Bronze
2074,2094,67,16,91560,3,4,2,9,Silver
2075,2095,155,29,75781,4,3,3,10,Silver
2076,2096,30,63,50620,2,2,3,7,Gold
2077,2097,71,21,57750,3,3,3,9,Silver
2078,2098,17,19,49221,1,3,3,7,Gold
2079,2099,5,90,565004,1,2,1,4,Platinum
2080,2100,3,212,1915993,1,1,1,3,Platinum
2081,2101,120,51,152555,3,2,2,7,Gold
2082,2102,62,19,58743,3,3,3,9,Silver
2083,2103,4,310,1064349,1,1,1,3,Platinum
2084,2105,11,32,132565,1,3,2,6,Gold
2085,2106,93,10,25048,3,4,4,11,Bronze
2086,2107,64,13,137620,3,4,2,9,Silver
2087,2108,88,69,187234,3,2,2,7,Gold
2088,2109,26,142,274224,2,1,1,4,Platinum
2089,2110,359,9,49972,4,4,3,11,Bronze
2090,2111,86,37,85857,3,3,3,9,Silver
2091,2112,17,9,47454,1,4,3,8,Gold
2092,2113,2,42,102479,1,2,2,5,Platinum
2093,2114,226,20,43800,4,3,3,10,Silver
2094,2115,61,52,101157,3,2,2,7,Gold
2095,2116,242,5,12674,4,4,4,12,Bronze
2096,2117,324,24,49987,4,3,3,10,Silver
2097,2118,2,110,225525,1,1,1,3,Platinum
2098,2119,47,35,83914,2,3,3,8,Gold
2099,2120,93,2,11076,3,4,4,11,Bronze
2100,2121,11,166,759560,1,1,1,3,Platinum
2101,2122,177,9,32461,4,4,4,12,Bronze
2102,2123,52,117,253841,2,1,1,4,Platinum
2103,2124,368,5,41770,4,4,3,11,Bronze
2104,2125,319,5,75720,4,4,3,11,Bronze
2105,2126,226,20,82988,4,3,3,10,Silver
2106,2127,360,14,39637,4,4,3,11,Bronze
2107,2128,235,23,51112,4,3,3,10,Silver
2108,2129,311,8,17941,4,4,4,12,Bronze
2109,2130,37,58,154037,2,2,2,6,Gold
2110,2131,67,125,466070,3,1,1,5,Platinum
2111,2132,241,23,63678,4,3,3,10,Silver
2112,2133,114,31,91496,3,3,2,8,Gold
2113,2134,277,14,31338,4,4,4,12,Bronze
2114,2135,218,143,291750,4,1,1,6,Gold
2115,2136,299,15,45703,4,4,3,11,Bronze
2116,2137,2,99,196073,1,2,2,5,Platinum
2117,2138,32,50,144318,2,2,2,6,Gold
2118,2139,11,49,106240,1,2,2,5,Platinum
2119,2140,45,78,232038,2,2,1,5,Platinum
2120,2141,67,110,274214,3,1,1,5,Platinum
2121,2142,75,22,41500,3,3,3,9,Silver
2122,2143,67,34,79134,3,3,3,9,Silver
2123,2144,135,89,339225,3,2,1,6,Gold
2124,2145,239,33,65006,4,3,3,10,Silver
2125,2146,125,6,43088,3,4,3,10,Silver
2126,2147,32,350,840900,2,1,1,4,Platinum
2127,2148,10,111,1374487,1,1,1,3,Platinum
2128,2149,37,44,99580,2,2,2,6,Gold
2129,2150,17,53,134858,1,2,2,5,Platinum
2130,2151,128,18,45303,3,3,3,9,Silver
2131,2152,67,47,115487,3,2,2,7,Gold
2132,2153,149,6,11513,4,4,4,12,Bronze
2133,2154,284,7,33756,4,4,4,12,Bronze
2134,2155,169,34,69124,4,3,3,10,Silver
2135,2156,101,77,224040,3,2,1,6,Gold
2136,2157,136,19,38316,3,3,4,10,Silver
2137,2158,324,10,21688,4,4,4,12,Bronze
2138,2159,107,12,20580,3,4,4,11,Bronze
2139,2160,65,23,53042,3,3,3,9,Silver
2140,2161,152,82,184196,4,2,2,8,Gold
2141,2162,343,6,12736,4,4,4,12,Bronze
2142,2163,29,11,206936,2,4,2,8,Gold
2143,2164,24,2,43306,2,4,3,9,Silver
2144,2165,18,41,307201,1,3,1,5,Platinum
2145,2166,9,274,315032,1,1,1,3,Platinum
2146,2167,58,63,90357,3,2,2,7,Gold
2147,2168,5,47,104517,1,2,2,5,Platinum
2148,2169,38,41,84316,2,3,3,8,Gold
2149,2170,67,52,17100,3,2,4,9,Silver
2150,2171,47,12,38679,2,4,4,10,Silver
2151,2172,355,19,42702,4,3,3,10,Silver
2152,2173,173,16,17533,4,4,4,12,Bronze
2153,2174,60,139,299601,3,1,1,5,Platinum
2154,2175,52,3,25542,2,4,4,10,Silver
2155,2176,23,20,71014,2,3,3,8,Gold
2156,2177,44,88,267623,2,2,1,5,Platinum
2157,2178,31,58,146829,2,2,2,6,Gold
2158,2179,5,204,1047591,1,1,1,3,Platinum
2159,2180,26,102,560456,2,1,1,4,Platinum
2160,2181,202,25,21961,4,3,4,11,Bronze
2161,2182,51,194,458969,2,1,1,4,Platinum
2162,2183,11,39,78614,1,3,3,7,Gold
2163,2184,3,191,529689,1,1,1,3,Platinum
2164,2185,70,4,250917,3,4,1,8,Gold
2165,2186,65,28,64828,3,3,3,9,Silver
2166,2187,51,243,652637,2,1,1,4,Platinum
2167,2188,291,31,68949,4,3,3,10,Silver
2168,2189,61,23,74482,3,3,3,9,Silver
2169,2190,65,58,158855,3,2,2,7,Gold
2170,2191,96,12,22403,3,4,4,11,Bronze
2171,2192,275,19,40151,4,3,3,10,Silver
2172,2193,1,2379,8077245,1,1,1,3,Platinum
2173,2194,77,47,114118,3,2,2,7,Gold
2174,2195,111,1,6800,3,4,4,11,Bronze
2175,2196,200,24,46634,4,3,3,10,Silver
2176,2197,65,37,100526,3,3,2,8,Gold
2177,2198,327,1,26300,4,4,4,12,Bronze
2178,2199,4,33,69752,1,3,3,7,Gold
2179,2200,284,16,29493,4,4,4,12,Bronze
2180,2201,45,36,43453,2,3,3,8,Gold
2181,2202,71,95,333721,3,2,1,6,Gold
2182,2203,86,42,91296,3,2,2,7,Gold
2183,2204,104,49,27496,3,2,4,9,Silver
2184,2205,334,29,54538,4,3,3,10,Silver
2185,2206,53,10,27119,3,4,4,11,Bronze
2186,2207,40,57,128821,2,2,2,6,Gold
2187,2208,33,13,110944,2,4,2,8,Gold
2188,2209,370,35,202432,4,3,2,9,Silver
2189,2210,209,16,122592,4,4,2,10,Silver
2190,2211,157,98,49240,4,2,3,9,Silver
2191,2212,54,36,20656,3,3,4,10,Silver
2192,2213,67,86,78927,3,2,3,8,Gold
2193,2214,81,17,247144,3,4,1,8,Gold
2194,2215,131,24,55733,3,3,3,9,Silver
2195,2216,88,21,40730,3,3,3,9,Silver
2196,2217,7,26,62094,1,3,3,7,Gold
2197,2218,46,20,43250,2,3,3,8,Gold
2198,2219,333,17,31193,4,4,4,12,Bronze
2199,2220,371,5,29064,4,4,4,12,Bronze
2200,2221,74,9,20400,3,4,4,11,Bronze
2201,2222,159,72,62239,4,2,3,9,Silver
2202,2223,378,5,14670,4,4,4,12,Bronze
2203,2224,13,225,234901,1,1,1,3,Platinum
2204,2225,255,63,95772,4,2,2,8,Gold
2205,2226,30,14,30164,2,4,4,10,Silver
2206,2227,32,519,356880,2,1,1,4,Platinum
2207,2228,5,551,1200418,1,1,1,3,Platinum
2208,2229,40,13,51670,2,4,3,9,Silver
2209,2230,362,7,62856,4,4,3,11,Bronze
2210,2231,373,16,43021,4,4,3,11,Bronze
2211,2232,96,29,112334,3,3,2,8,Gold
2212,2233,26,114,288559,2,1,1,4,Platinum
2213,2234,76,44,85528,3,2,3,8,Gold
2214,2235,58,95,236909,3,2,1,6,Gold
2215,2236,22,4,52590,2,4,3,9,Silver
2216,2238,46,94,284987,2,2,1,5,Platinum
2217,2239,138,27,323508,3,3,1,7,Gold
2218,2240,9,132,267090,1,1,1,3,Platinum
2219,2241,132,3,17754,3,4,4,11,Bronze
2220,2242,41,117,156727,2,1,2,5,Platinum
2221,2243,171,194,481453,4,1,1,6,Gold
2222,2244,10,36,189946,1,3,2,6,Gold
2223,2245,220,8,69639,4,4,3,11,Bronze
2224,2246,15,302,797479,1,1,1,3,Platinum
2225,2247,170,41,87485,4,3,2,9,Silver
2226,2248,41,12,42184,2,4,3,9,Silver
2227,2249,187,31,58259,4,3,3,10,Silver
2228,2250,271,10,17052,4,4,4,12,Bronze
2229,2251,181,1,61600,4,4,3,11,Bronze
2230,2252,6,84,213009,1,2,1,4,Platinum
2231,2253,18,12,32352,1,4,4,9,Silver
2232,2254,10,85,257398,1,2,1,4,Platinum
2233,2255,326,7,11703,4,4,4,12,Bronze
2234,2256,113,14,35212,3,4,4,11,Bronze
2235,2257,291,6,10554,4,4,4,12,Bronze
2236,2258,17,73,171364,1,2,2,5,Platinum
2237,2259,2,50,112756,1,2,2,5,Platinum
2238,2260,96,12,90784,3,4,2,9,Silver
2239,2261,150,41,100352,4,3,2,9,Silver
2240,2262,193,8,47675,4,4,3,11,Bronze
2241,2263,33,53,63803,2,2,3,7,Gold
2242,2264,34,153,139261,2,1,2,5,Platinum
2243,2265,265,34,33300,4,3,4,11,Bronze
2244,2266,85,122,406604,3,1,1,5,Platinum
2245,2267,27,99,163068,2,2,2,6,Gold
2246,2268,173,10,25753,4,4,4,12,Bronze
2247,2269,10,39,95922,1,3,2,6,Gold
2248,2270,314,48,82235,4,2,3,9,Silver
2249,2271,65,192,506797,3,1,1,5,Platinum
2250,2272,86,28,66466,3,3,3,9,Silver
2251,2273,25,8,22032,2,4,4,10,Silver
2252,2274,59,53,123053,3,2,2,7,Gold
2253,2275,328,6,12466,4,4,4,12,Bronze
2254,2276,47,2,11010,2,4,4,10,Silver
2255,2277,255,17,52658,4,4,3,11,Bronze
2256,2278,20,292,175337,2,1,2,5,Platinum
2257,2279,34,306,205931,2,1,2,5,Platinum
